houseid,pno,p3p3_sex,p3p4_age,occupn
506030121693e11,2,2. Female,65,6113
705030122483e11,1,1. Male,49,6113
702080522431e11,1,1. Male,45,6113
110302042293e12,2,2. Female,58,6113
304090221342e11,1,2. Female,74,6113
704010322382e11,1,1. Male,30,6113
802040322493e11,3,1. Male,25,6113
40307012154e12,1,2. Female,77,6113
401010221599e11,2,2. Female,49,6113
10404012103e12,2,2. Female,60,6113
130403052317e12,1,1. Male,36,6113
204080821095e11,3,2. Female,65,6113
703010322404e11,1,1. Male,34,6113
120102042305e12,1,1. Male,48,6113
101030221054e11,1,1. Male,47,6113
110303042292e12,2,2. Female,39,6113
404060521641e11,4,2. Female,25,6113
110306132293e12,1,1. Male,56,6113
204060321192e11,1,1. Male,52,6113
802090222501e11,2,1. Male,40,6113
802070322625e11,1,2. Female,93,6113
80301022261e12,2,1. Male,46,6113
401010521596e11,2,2. Female,32,6113
602041921918e11,1,1. Male,60,6113
130507012327e12,1,2. Female,69,6113
100102012282e12,3,1. Male,19,6113
130301022323e12,1,1. Male,40,6113
702090422261e11,4,2. Female,18,6113
130102042312e12,4,1. Male,41,6113
803031112553e11,1,2. Female,46,6113
120401032311e12,2,2. Female,52,6113
110201032286e12,1,1. Male,22,6113
103020121052e11,1,1. Male,56,6113
702050122295e11,10,2. Female,21,6113
702061212335e11,1,1. Male,32,6113
703050522299e11,1,1. Male,60,6113
506040521743e11,1,1. Male,43,6113
901010322641e11,1,2. Female,42,6113
403100321674e11,1,2. Female,65,6113
70210082227e12,1,2. Female,70,6113
201020121126e11,7,2. Female,69,6113
80303161261e12,1,1. Male,61,6113
404070321644e11,3,1. Male,28,6113
406030421485e11,5,2. Female,36,6113
603023712154e11,1,1. Male,43,6113
110303022288e12,1,1. Male,25,6113
703100722409e11,1,1. Male,45,6113
110305052288e12,2,2. Female,79,6114
204070221181e11,2,2. Female,17,6114
405030121548e11,3,2. Female,86,6114
120401152311e12,1,1. Male,44,6114
204070221181e11,1,1. Male,27,6114
103010121023e11,1,1. Male,48,6114
100301012277e12,1,2. Female,41,6114
301050221467e11,2,2. Female,30,6114
130202052319e12,1,1. Male,38,6114
701080222287e11,1,1. Male,40,6114
130303062325e12,1,1. Male,45,6114
703050622415e11,1,2. Female,68,6114
704080622326e11,1,1. Male,62,6114
201060321101e11,1,1. Male,64,6114
130209012319e12,3,2. Female,44,6114
110105022292e12,9,1. Male,23,6114
902030422763e11,5,1. Male,20,6114
903040422646e11,2,2. Female,35,6114
403090121505e11,1,1. Male,30,6114
100503012279e12,1,1. Male,65,6114
13020703232e13,1,2. Female,74,6114
901070222664e11,5,1. Male,34,6114
100301012277e12,1,1. Male,33,6114
130301032323e12,2,2. Female,44,6114
403080221475e11,2,2. Female,36,6114
704080622327e11,2,2. Female,26,6114
301050421422e11,2,2. Female,75,6114
703110422304e11,1,1. Male,31,6114
701060322389e11,1,2. Female,68,6114
204020121151e11,8,2. Female,15,6114
505030811784e11,6,2. Female,74,6114
802060322628e11,2,2. Female,54,6114
702040222282e11,2,1. Male,53,6114
402040121662e11,2,2. Female,69,6114
703050622274e11,5,1. Male,20,6114
104080421044e11,3,1. Male,28,6114
704020622318e11,1,1. Male,49,6114
301070321417e11,1,1. Male,47,6114
103040421023e11,2,2. Female,35,6114
703020522402e11,1,1. Male,70,6114
100203032284e12,1,1. Male,42,6114
306010321446e11,3,1. Male,21,6114
104030321046e11,4,2. Female,29,6114
507060321682e11,1,1. Male,47,6114
10201012101e12,6,1. Male,24,6114
702070422426e11,5,2. Female,24,6114
5030101217e13,1,1. Male,41,6114
8050101226e13,1,1. Male,22,6114
204080411195e11,9,1. Male,29,6114
701110222392e11,1,1. Male,37,6114
705080122282e11,2,2. Female,20,6114
901090422667e11,1,1. Male,67,6114
803031512566e11,2,2. Female,35,6114
30211062132e12,1,1. Male,33,6114
903010522653e11,3,1. Male,27,6114
505031921715e11,2,2. Female,35,6114
605060112088e11,6,2. Female,29,6114
13020103232e13,8,1. Male,81,6114
702040222278e11,4,1. Male,22,6114
50601052169e12,1,1. Male,46,6114
100301012277e12,7,2. Female,28,6114
130103012314e12,2,2. Female,60,6114
506010121691e11,4,1. Male,26,6114
130406012316e12,1,2. Female,38,6114
403090221506e11,6,2. Female,21,6114
505030111686e11,3,2. Female,66,6114
901070222729e11,2,2. Female,63,6114
20104032111e12,1,1. Male,58,6114
602022112206e11,1,1. Male,37,6114
302091211324e11,2,2. Female,55,6114
702070422425e11,4,1. Male,27,6114
507050221798e11,3,2. Female,50,6114
303040621366e11,1,1. Male,55,6114
102030421008e11,1,1. Male,66,6114
101050321073e11,6,2. Female,28,6114
703050622435e11,2,2. Female,42,6114
302080221216e11,2,2. Female,46,6114
130305022323e12,2,2. Female,20,6114
703100722409e11,3,2. Female,27,6114
405030121548e11,6,1. Male,29,6114
70504032227e12,1,2. Female,40,6114
704010522323e11,3,1. Male,30,6114
803060722556e11,1,1. Male,43,6114
602061122211e11,2,2. Female,41,6114
703060122299e11,9,2. Female,18,6114
2.0302062117300002e+22,2,2. Female,66,6114
901070222664e11,1,1. Male,35,6114
203021321172e11,1,2. Female,49,6114
202010221141e11,1,2. Female,28,6114
130208012319e12,1,1. Male,46,6114
130103012314e12,2,2. Female,50,6114
701020222284e11,1,1. Male,41,6114
704030622462e11,5,1. Male,15,6114
202010521128e11,7,1. Male,27,6114
505030811785e11,2,2. Female,70,6114
403080521475e11,1,1. Male,53,6114
130505072325e12,5,1. Male,43,6114
100305062276e12,1,1. Male,47,6114
505020321774e11,1,1. Male,78,6114
100301012276e12,3,2. Female,21,6114
701020222282e11,7,2. Female,16,6114
902060222737e11,2,2. Female,52,6114
101110821033e11,1,1. Male,61,6114
90302042268e12,3,1. Male,22,6114
406070421584e11,1,1. Male,25,6114
903050422721e11,3,1. Male,28,6114
703120122414e11,1,1. Male,67,6114
203030321177e11,3,2. Female,38,6114
503010121702e11,1,2. Female,60,6114
204010721208e11,1,1. Male,49,6114
702070422422e11,1,1. Male,59,6114
103010121079e11,2,2. Female,29,6114
103010121079e11,1,1. Male,64,6114
701110222391e11,1,1. Male,46,6114
403080221474e11,2,2. Female,33,6114
903040422646e11,1,1. Male,43,6114
504040321705e11,1,1. Male,65,6114
804010222543e11,6,1. Male,26,6114
402010221604e11,4,2. Female,16,6114
201060221099e11,1,1. Male,68,6114
703030622276e11,3,1. Male,20,6114
70408062233e12,7,2. Female,61,6114
100306012277e12,1,1. Male,24,6114
405070621527e11,2,2. Female,69,6114
401040521606e11,2,2. Female,30,6114
104030221046e11,1,2. Female,58,6114
506020321739e11,1,1. Male,43,6114
504040321688e11,1,2. Female,58,6114
130302072323e12,1,1. Male,75,6114
405070621527e11,1,1. Male,71,6114
306030521412e11,1,1. Male,67,6114
101110111036e11,1,1. Male,65,6114
506010121691e11,2,2. Female,26,6114
130305022323e12,2,2. Female,38,6114
505030811784e11,1,2. Female,64,6114
507060321682e11,1,2. Female,68,6114
901070222728e11,1,1. Male,57,6114
702040222282e11,5,2. Female,70,6114
703090522304e11,1,1. Male,30,6114
204040121196e11,2,2. Female,22,6114
301050221467e11,3,1. Male,18,6114
704070322468e11,1,1. Male,47,6114
70402092232e12,2,2. Female,55,6114
101050321001e11,1,1. Male,32,6114
120302111297e12,1,1. Male,31,6114
401040521606e11,1,2. Female,53,6114
902050322741e11,6,2. Female,44,6114
5030101217e13,2,2. Female,33,6114
403030221479e11,3,1. Male,23,6114
103010121079e11,6,2. Female,55,6114
201020221125e11,7,1. Male,12,6114
130401012316e12,1,1. Male,48,6114
203030421177e11,1,1. Male,45,6114
701060222389e11,1,1. Male,79,6114
503040421701e11,5,1. Male,21,6114
405070221527e11,4,1. Male,80,6114
202010521128e11,1,1. Male,32,6114
130302072323e12,2,2. Female,32,6114
805010422619e11,1,1. Male,71,6114
701020222282e11,2,2. Female,67,6114
507010221809e11,1,2. Female,65,6114
504040321704e11,2,2. Female,36,6114
306020121441e11,1,1. Male,55,6114
204050121203e11,1,2. Female,60,6114
103070121076e11,6,1. Male,20,6114
702020122427e11,4,1. Male,41,6114
130209022321e12,2,2. Female,37,6114
202011021104e11,2,2. Female,48,6114
130302072323e12,1,2. Female,72,6114
704080622327e11,1,1. Male,30,6114
303080121262e11,1,2. Female,75,6114
306030521246e11,1,1. Male,39,6114
101080221064e11,2,2. Female,36,6114
503010121701e11,1,1. Male,25,6114
306010421447e11,2,2. Female,71,6114
704010322324e11,2,1. Male,21,6114
80403012254e12,2,2. Female,32,6114
302010121252e11,1,1. Male,48,6114
507060321793e11,8,2. Female,66,6114
901070222729e11,1,1. Male,71,6114
202010521127e11,1,1. Male,37,6114
10020201228e13,15,1. Male,60,6114
104010221019e11,1,1. Male,34,6114
702060322337e11,3,1. Male,38,6114
50505082175e12,2,2. Female,19,6114
802030322542e11,1,1. Male,34,6114
701020222282e11,2,2. Female,42,6114
100201032284e12,1,1. Male,35,6114
803060122554e11,1,1. Male,41,6114
100305032281e12,3,1. Male,22,6114
507010221809e11,2,1. Male,30,6114
201020221125e11,8,2. Female,22,6114
203020321148e11,8,2. Female,25,6114
903030522904e11,8,2. Female,60,6114
70109022248e12,1,1. Male,53,6114
110308012288e12,2,2. Female,49,6114
4010108216e13,1,1. Male,40,6114
406030811574e11,1,1. Male,56,6114
301070121423e11,2,2. Female,44,6114
302080421216e11,1,1. Male,34,6114
901090422715e11,4,1. Male,23,6114
110101022293e12,1,1. Male,66,6114
602040122219e11,1,1. Male,51,6114
305040221279e11,1,1. Male,50,6114
104080421029e11,2,2. Female,40,6114
104080421028e11,10,1. Male,27,6114
506030421694e11,2,2. Female,25,6114
70402062232e12,2,2. Female,34,6114
203030421177e11,1,1. Male,38,6114
203021321171e11,1,1. Male,68,6114
60302511225e12,1,1. Male,59,6114
204080411194e11,2,2. Female,48,6114
403090221506e11,2,2. Female,31,6114
602010321848e11,5,1. Male,18,6114
130102072313e12,1,1. Male,27,6114
302040521287e11,1,1. Male,26,6114
201060221099e11,1,1. Male,51,6114
130509042328e12,1,1. Male,42,6121
130501062317e12,3,2. Female,80,6122
304150121387e11,4,1. Male,30,6124
606010211946e11,1,1. Male,37,6124
110205012286e12,2,2. Female,35,6124
130505032317e12,6,1. Male,51,6129
110103042295e12,1,1. Male,57,6129
802100322492e11,2,2. Female,44,6129
702100312293e11,1,1. Male,41,6129
403020121668e11,3,1. Male,14,6129
403140221484e11,5,2. Female,51,6129
130206032319e12,1,1. Male,55,6129
701080222287e11,5,1. Male,30,6129
802060222495e11,2,2. Female,40,6129
804050222512e11,3,2. Female,18,6129
902030812734e11,1,1. Male,66,6130
204010421161e11,3,2. Female,18,6130
8020603225e13,2,1. Male,11,6130
602040212217e11,1,1. Male,50,6130
802010322628e11,2,2. Female,41,6130
902030422743e11,1,1. Male,53,6130
703060622347e11,1,2. Female,55,6130
902020322685e11,1,1. Male,36,6130
902030512689e11,2,1. Male,33,6130
204070321179e11,1,2. Female,24,6130
100503052279e12,4,1. Male,26,6130
902030612637e11,1,1. Male,69,6130
103050121006e11,3,1. Male,31,6130
100305022284e12,3,1. Male,25,6130
70204022228e12,3,1. Male,20,6141
404070321644e11,2,1. Male,24,6141
204080411194e11,1,1. Male,70,6141
803031012598e11,1,1. Male,35,6151
601020221901e11,6,1. Male,21,6152
120302211297e12,1,1. Male,32,6152
60102022183e12,1,1. Male,32,6152
603021411988e11,2,1. Male,30,6152
601020221906e11,1,1. Male,51,6152
605050612045e11,1,1. Male,55,6152
902030422661e11,4,1. Male,25,6152
902031012689e11,3,1. Male,18,6152
902030422661e11,3,1. Male,23,6152
302040421289e11,1,1. Male,30,6152
10020303228e13,3,1. Male,30,6153
402060221647e11,8,1. Male,25,6153
60207021207e12,1,1. Male,54,6153
603022111971e11,1,1. Male,48,6153
302040421288e11,1,2. Female,27,6153
404080221642e11,2,1. Male,20,6154
602060412226e11,1,1. Male,42,6210
601040421908e11,1,1. Male,38,6210
605060112088e11,9,1. Male,19,6210
60204012222e12,1,1. Male,52,6210
603020112146e11,1,1. Male,30,6210
60207031207e12,6,1. Male,20,7111
403060221497e11,12,1. Male,28,7121
110408012287e12,1,1. Male,53,7121
603040112153e11,1,1. Male,71,7121
903070322648e11,3,1. Male,46,7121
110203042287e12,1,1. Male,40,7121
603011411865e11,1,1. Male,37,7121
120304052297e12,6,1. Male,33,7121
602042021846e11,1,1. Male,33,7121
603040412002e11,1,1. Male,51,7121
603023412195e11,2,1. Male,30,7121
402010221551e11,1,1. Male,41,7121
104060221012e11,1,1. Male,48,7121
803030522596e11,1,1. Male,35,7121
60301381196e12,3,1. Male,25,7121
702070522435e11,2,2. Female,65,7121
204040221199e11,1,1. Male,60,7121
602021411839e11,1,1. Male,54,7121
902031012691e11,1,1. Male,56,7121
120306102301e12,1,1. Male,40,7121
505020221772e11,1,1. Male,53,7121
120302071299e12,1,1. Male,27,7121
901050222636e11,1,1. Male,52,7121
120302171296e12,1,1. Male,28,7121
602041211923e11,1,1. Male,68,7121
603014012264e11,1,1. Male,27,7121
120302091298e12,1,1. Male,40,7121
603024411851e11,1,1. Male,39,7121
603014211857e11,1,1. Male,24,7122
100105032281e12,1,1. Male,29,7122
902030322756e11,3,1. Male,28,7122
120302141332e12,2,1. Male,53,7122
120302081302e12,1,1. Male,32,7122
603025212155e11,2,2. Female,32,7122
120306022296e12,1,1. Male,59,7122
703100722407e11,1,1. Male,49,7122
304010221357e11,2,1. Male,37,7122
803031212589e11,5,1. Male,24,7122
603013412243e11,1,1. Male,35,7122
603020912197e11,1,1. Male,49,7122
204010121159e11,1,1. Male,26,7122
101100621082e11,1,1. Male,47,7122
100604012281e12,1,1. Male,38,7122
605050112047e11,10,1. Male,45,7122
120302141312e12,1,1. Male,36,7122
110305132291e12,1,1. Male,26,7123
901050222645e11,5,1. Male,21,7124
701090122479e11,1,1. Male,48,7124
603024011979e11,1,1. Male,31,7124
70402132232e12,1,1. Male,59,7124
902030322661e11,1,1. Male,34,7124
404070521631e11,1,1. Male,50,7124
802100122622e11,4,1. Male,22,7124
506010521742e11,1,1. Male,50,7124
603020212246e11,1,1. Male,26,7124
110306071288e12,30,1. Male,20,7124
603010911982e11,1,1. Male,56,7124
901050422637e11,1,1. Male,31,7124
5030201217e13,1,1. Male,47,7124
603011411859e11,1,1. Male,63,7124
701090122479e11,1,1. Male,49,7124
603023311966e11,1,1. Male,28,7124
60302341187e12,1,1. Male,44,7124
505050421762e11,1,1. Male,43,7124
120308102302e12,1,1. Male,36,7124
80303181259e12,1,1. Male,39,7124
302050321283e11,1,1. Male,52,7124
302110321234e11,2,1. Male,28,7124
705090122453e11,1,1. Male,47,7129
606010511955e11,2,2. Female,33,7136
603022612194e11,1,1. Male,36,7136
120105032306e12,3,1. Male,35,7137
110301042288e12,3,1. Male,42,7141
603025011918e11,1,1. Male,32,7231
30209051131e12,1,1. Male,40,7231
602040612215e11,1,1. Male,40,7231
602050512066e11,9,1. Male,32,7231
602020312204e11,1,1. Male,46,7231
505020321775e11,5,1. Male,28,7231
60601031195e12,4,1. Male,27,7231
100305012283e12,5,1. Male,23,7231
603021312166e11,1,1. Male,51,7231
60302331189e12,3,2. Female,28,7232
13020303232e13,1,1. Male,25,7241
404080221643e11,2,2. Female,30,7323
403110321499e11,2,2. Female,56,7332
4031101215e13,4,2. Female,70,7332
701070222446e11,2,2. Female,45,7332
701070222446e11,2,2. Female,43,7332
801020222531e11,6,2. Female,54,7332
603026412008e11,2,2. Female,45,7332
110308022291e12,2,2. Female,33,7332
403110221504e11,2,2. Female,64,7332
701050122447e11,1,2. Female,40,7332
120401162311e12,2,2. Female,34,7332
801050322532e11,1,1. Male,43,7332
804050222543e11,2,2. Female,36,7332
120306062301e12,2,1. Male,43,7332
403060221497e11,2,2. Female,64,7332
4031101215e13,2,2. Female,42,7332
804050322511e11,2,2. Female,33,7332
603022012233e11,1,1. Male,32,7411
130501052325e12,8,1. Male,25,7411
120302191298e12,3,1. Male,28,7411
406010521501e11,1,1. Male,47,7411
603013722192e11,1,1. Male,62,7412
70502022227e12,80,1. Male,20,7412
803031012597e11,1,1. Male,33,7414
603025212229e11,13,2. Female,28,7414
603021212257e11,1,1. Male,25,7414
120201042307e12,1,1. Male,39,7421
506020321739e11,1,1. Male,37,7422
804020222506e11,1,2. Female,58,7423
120201102296e12,5,2. Female,68,7432
804020222507e11,5,2. Female,34,7432
120105022304e12,2,2. Female,41,7432
701010522258e11,2,2. Female,66,7432
701050222448e11,2,2. Female,45,7432
701040222252e11,2,2. Female,28,7432
701040122254e11,1,2. Female,74,7432
701050222447e11,6,2. Female,20,7432
70105022245e12,9,2. Female,25,7432
701050222448e11,2,2. Female,32,7432
120102092305e12,2,2. Female,70,7432
701070322445e11,2,2. Female,65,7432
120201032309e12,2,2. Female,54,7432
602020111937e11,1,2. Female,21,7433
505031711714e11,2,2. Female,48,7433
100305022283e12,1,2. Female,50,7433
702010522421e11,2,2. Female,38,7433
504040321681e11,3,2. Female,29,7436
403050221495e11,6,2. Female,80,7436
40605061152e12,1,1. Male,37,8321
402010721604e11,3,2. Female,27,8321
402020521618e11,1,1. Male,32,8321
402020221659e11,4,1. Male,22,8321
402020321608e11,2,1. Male,34,8321
402040521551e11,3,1. Male,24,8321
40605032162e12,3,1. Male,31,8321
901080522762e11,1,1. Male,24,8321
602041412207e11,1,1. Male,30,8322
603024411867e11,5,1. Male,20,8322
602021112073e11,1,1. Male,42,8322
603012511822e11,1,1. Male,49,8322
603024811895e11,6,1. Male,33,8322
606060112078e11,1,1. Male,41,8322
302010811296e11,1,1. Male,43,8322
130510022328e12,1,1. Male,45,8322
602020411841e11,16,1. Male,44,8322
301020421376e11,1,1. Male,39,8322
403140321483e11,1,1. Male,44,8322
60205051216e12,1,1. Male,37,8322
603025912019e11,2,1. Male,30,8322
603025611853e11,1,1. Male,31,8322
603025712237e11,1,1. Male,33,8322
605020412014e11,6,1. Male,25,8322
802050322493e11,3,1. Male,24,8322
606050112104e11,1,1. Male,54,8322
403010521561e11,3,1. Male,22,8322
120302101298e12,1,1. Male,49,8322
702061412331e11,1,1. Male,33,8322
603030312267e11,1,1. Male,64,8322
306020321373e11,1,1. Male,32,8322
302030921404e11,4,1. Male,36,8322
603022411959e11,1,1. Male,42,8322
605051222007e11,2,1. Male,31,8322
302060221254e11,1,1. Male,46,8322
603013722135e11,1,1. Male,40,8322
405030321547e11,5,1. Male,18,8322
20202032113e12,6,1. Male,33,8322
603022612194e11,1,1. Male,43,8322
120302081304e12,3,1. Male,31,8322
405070321527e11,1,1. Male,29,8322
603011011864e11,1,1. Male,35,8322
605050512058e11,5,2. Female,33,8322
605060212087e11,2,1. Male,46,8322
101100311018e11,1,1. Male,36,8322
120305022297e12,1,1. Male,27,8322
606070212081e11,2,1. Male,33,8322
11030512229e13,1,1. Male,49,8322
1203020413e14,1,1. Male,26,8322
603013722202e11,1,1. Male,44,8322
602050712245e11,1,1. Male,33,8322
606070812103e11,7,1. Male,24,8322
40603081153e12,5,2. Female,35,8322
603021912121e11,8,1. Male,29,8322
603024412121e11,6,1. Male,43,8322
704070422469e11,1,1. Male,27,8322
60504011203e12,1,1. Male,46,8322
603010812133e11,1,1. Male,38,8322
130503031324e12,2,1. Male,25,8322
60302291219e12,1,1. Male,43,8322
602030111928e11,1,1. Male,50,8322
302090411308e11,1,1. Male,54,8322
602060311878e11,10,1. Male,26,8322
603021312228e11,1,1. Male,42,8322
802070322504e11,6,1. Male,24,8322
90203081269e12,6,1. Male,29,8323
603012912136e11,1,1. Male,40,8323
60302301187e12,1,1. Male,32,8323
803080322559e11,1,1. Male,36,8323
702020122176e11,2,1. Male,51,8323
60607011194e12,1,1. Male,49,8323
305070121282e11,1,1. Male,33,8323
302110121234e11,1,1. Male,47,8323
30405022135e12,6,2. Female,28,8323
402010921602e11,6,1. Male,22,8323
406030511573e11,3,1. Male,24,8323
120302161303e12,7,1. Male,26,8324
110302032293e12,1,1. Male,45,8324
120302171303e12,12,1. Male,23,8324
10020303228e13,1,1. Male,49,8331
302090511437e11,2,2. Female,44,9111
60207021207e12,1,1. Male,53,9111
701050222447e11,3,2. Female,32,9111
603022112263e11,5,2. Female,14,9111
605010112025e11,5,2. Female,33,9111
130503081328e12,1,2. Female,43,9111
902030422761e11,1,1. Male,48,9111
110302012295e12,1,1. Male,34,9111
902070222685e11,1,1. Male,42,9111
605050712005e11,1,1. Male,51,9111
406030711574e11,2,2. Female,30,9111
403140321483e11,2,2. Female,19,9111
605060212087e11,1,1. Male,48,9111
403140321482e11,2,2. Female,58,9111
603025311998e11,1,1. Male,29,9111
110103012294e12,1,1. Male,62,9111
605060311961e11,1,1. Male,30,9111
505010421788e11,2,2. Female,50,9111
603031212106e11,4,2. Female,30,9111
603012912136e11,1,1. Male,45,9111
701060422388e11,1,1. Male,52,9111
602040612215e11,1,1. Male,46,9111
70402052232e12,1,1. Male,57,9111
110203032287e12,1,1. Male,24,9111
130508012329e12,1,1. Male,40,9111
603020812129e11,1,1. Male,28,9111
702030122345e11,2,2. Female,36,9111
701060422388e11,3,1. Male,30,9111
70509012245e12,4,2. Female,34,9111
902070222685e11,2,2. Female,69,9111
603023812231e11,4,1. Male,31,9111
902030322761e11,3,1. Male,31,9111
603031212242e11,3,1. Male,19,9111
